player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
samuel-roberts,Samuel Roberts,P,8.0,5.0,,114.0,142.0,1.0,2.0,11.0,7.0,19.0,,160.0,14.0,431.0,1302.0
sandford-brown,Sandford Brown,P,2.0,6.0,1.0,32.0,38.0,,2.0,2.0,1.0,,,39.0,1.0,188.0,185.0
scott-heyman,Scott Heyman,P,1.0,1.0,,7.0,6.0,,1.0,,,,,6.0,,42.0,11.0
scott-kaltenecker,Scott Kaltenecker,P,,2.0,,6.0,4.0,,2.0,,,,,6.0,1.0,56.0,2.0
scott-radlauer,Scott Radlauer,P,4.0,9.0,,80.0,69.0,,7.0,3.0,,31.0,,77.0,5.0,845.0,100.0
scott-xu,Scott Xu,P,,,,2.0,2.0,,,,,7.0,,2.0,,-2.0,32.0
sean-connole,Sean Connole,P,24.0,,,302.0,316.0,1.0,18.0,23.0,18.0,,,329.0,16.0,2534.0,2439.0
sean-mcdougall,Sean McDougall,P,29.0,12.0,,240.0,198.0,,35.0,17.0,10.0,,,210.0,13.0,2723.0,1016.0
sean-mott,Sean Mott,P,32.0,2.0,,423.0,488.0,2.0,16.0,29.0,24.0,2.0,,509.0,21.0,1288.0,3461.0
sebastian-brauer,Sebastian Brauer,P,2.0,1.0,,30.0,30.0,,1.0,3.0,2.0,12.0,,36.0,5.0,48.0,369.0
seth-faris,Seth Faris,P,3.0,7.0,,42.0,36.0,,7.0,3.0,2.0,85.0,,36.0,1.0,496.0,36.0
seth-gudeman,Seth Gudeman,P,4.0,12.0,,72.0,66.0,1.0,10.0,4.0,1.0,8.0,,69.0,3.0,865.0,19.0
seth-wells,Seth Wells,P,1.0,,,8.0,11.0,,,1.0,,,,11.0,,-10.0,20.0
shane-davidson,Shane Davidson,P,1.0,,,17.0,15.0,,,,,2.0,,19.0,3.0,19.0,66.0
shane-otis,Shane Otis,P,1.0,1.0,,7.0,6.0,,1.0,2.0,,,,7.0,1.0,61.0,-4.0
shane-sisco,Shane Sisco,P,2.0,,,18.0,15.0,,4.0,1.0,,,,16.0,1.0,268.0,20.0
shane-worthington,Shane Worthington,P,,3.0,,21.0,17.0,,6.0,2.0,,,,20.0,3.0,184.0,110.0
shashank-alladi,Shashank Alladi,P,2.0,2.0,,14.0,18.0,,1.0,4.0,1.0,,,18.0,,24.0,164.0
simon-carapella,Simon Carapella,P,9.0,2.0,,133.0,100.0,3.0,24.0,11.0,1.0,,,110.0,11.0,1800.0,424.0
simon-dastrup,Simon Dastrup,P,,1.0,,9.0,7.0,,2.0,,,,,8.0,1.0,47.0,25.0
simon-walker,Simon Walker,P,3.0,0.0,,40.0,41.0,,1.0,,1.0,,,41.0,0.0,265.0,414.0
sol-yanuck,Sol Yanuck,P,21.0,2.0,,217.0,277.0,,10.0,10.0,12.0,1.0,,307.0,25.0,527.0,2084.0
solomon-rueschemeyer-bailey,Solomon Rueschemeyer-Bailey,P,8.0,3.0,,245.0,309.0,,3.0,18.0,1.0,,,319.0,10.0,418.0,2252.0
spencer-latarski,Spencer Latarski,P,2.0,1.0,,25.0,30.0,1.0,1.0,3.0,2.0,6.0,,32.0,2.0,132.0,241.0
spencer-lofink,Spencer Lofink,P,13.0,6.0,,88.0,88.0,,8.0,5.0,4.0,12.0,,97.0,7.0,587.0,620.0
stefan-samu,Stefan Samu,P,15.0,9.0,,131.0,111.0,2.0,18.0,20.0,7.0,25.0,,118.0,7.0,1828.0,871.0
sterling-knoche,Sterling Knoche,P,3.0,3.0,,18.0,13.0,1.0,5.0,0.0,0.0,,,14.0,1.0,241.0,99.0
steve-mogielski,Steve Mogielski,P,6.0,13.0,0.0,71.0,68.0,,4.0,5.0,3.0,3.0,,78.0,8.0,344.0,497.0
steven-kelly,Steven Kelly,P,3.0,,,61.0,47.0,2.0,8.0,5.0,,1.0,,54.0,6.0,493.0,189.0
steven-milardovich,Steven Milardovich,P,10.0,4.0,,136.0,120.0,,14.0,10.0,1.0,3.0,,131.0,11.0,1435.0,1001.0
steven-wartinbee,Steven Wartinbee,P,,1.0,,14.0,14.0,,,1.0,,,,15.0,1.0,115.0,73.0
suhas-madiraju,Suhas Madiraju,P,1.0,1.0,,3.0,4.0,,,,,,,4.0,,22.0,-5.0
suraj-madiraju,Suraj Madiraju,P,4.0,5.0,,94.0,86.0,1.0,13.0,12.0,1.0,,1.0,93.0,7.0,690.0,359.0
tanner-barcus,Tanner Barcus,P,2.0,13.0,,80.0,71.0,1.0,9.0,11.0,1.0,,,73.0,1.0,581.0,436.0
tanner-halkyard,Tanner Halkyard,P,12.0,3.0,,92.0,67.0,1.0,17.0,7.0,4.0,,2.0,75.0,11.0,1320.0,658.0
tanner-roberts,Tanner Roberts,P,2.0,,,18.0,14.0,,2.0,2.0,1.0,,,16.0,2.0,193.0,215.0
tanner-robinson,Tanner Robinson,P,5.0,5.0,,33.0,30.0,1.0,6.0,2.0,,1.0,,36.0,5.0,159.0,149.0
tannon-hedges,Tannon Hedges,P,3.0,,,9.0,8.0,,1.0,,,,,9.0,,18.0,51.0
tarik-akyuz,Tarik Akyuz,P,4.0,5.0,,37.0,30.0,,7.0,4.0,2.0,27.0,,33.0,4.0,492.0,133.0
tavis-leighton,Tavis Leighton,P,5.0,1.0,,81.0,94.0,1.0,1.0,6.0,1.0,,1.0,102.0,6.0,168.0,607.0
ted-schewe,Ted Schewe,P,16.0,1.0,,261.0,255.0,,9.0,10.0,5.0,,,273.0,17.0,1487.0,1528.0
terrence-mitchell,Terrence Mitchell,P,10.0,8.0,,82.0,62.0,,11.0,4.0,3.0,,,66.0,8.0,835.0,321.0
terry-gaither,Terry Gaither,P,,7.0,,18.0,14.0,1.0,5.0,,,1.0,,17.0,1.0,297.0,-12.0
theodore-watkins,Theodore Watkins,P,,0.0,,17.0,19.0,,,1.0,1.0,15.0,,20.0,1.0,19.0,157.0
thomas-brewster,Thomas Brewster,P,7.0,3.0,,67.0,55.0,2.0,9.0,4.0,,,,58.0,3.0,502.0,175.0
thomas-coolidge,Thomas Coolidge,P,2.0,0.0,,110.0,110.0,1.0,2.0,12.0,2.0,,,113.0,2.0,736.0,462.0
thomas-edmonds,Thomas Edmonds,P,20.0,7.0,,210.0,229.0,,12.0,10.0,3.0,48.0,,234.0,5.0,836.0,1421.0
thomas-hansen,Thomas Hansen,P,1.0,1.0,,17.0,15.0,,2.0,0.0,,,,15.0,,120.0,107.0
thomas-konogeris,Thomas Konogeris,P,,2.0,,20.0,10.0,,9.0,3.0,,,1.0,11.0,3.0,300.0,-3.0
thomas-lalonde-landry,Thomas Lalonde-Landry,P,3.0,10.0,,38.0,37.0,,3.0,3.0,,,,42.0,5.0,221.0,63.0
thomas-nye,Thomas Nye,P,,2.0,,6.0,4.0,,1.0,,,,,5.0,,51.0,43.0
timmy-perston,Timmy Perston,P,,1.0,,1.0,,,,,,,,1.0,1.0,7.0,
timothy-mosher,Timothy Mosher,P,0.0,1.0,,9.0,11.0,1.0,,0.0,,0.0,,12.0,1.0,22.0,33.0
tobias-brooks,Tobias Brooks,P,12.0,1.0,,74.0,66.0,1.0,8.0,9.0,2.0,9.0,,70.0,3.0,1000.0,525.0
todd-wolma,Todd Wolma,P,2.0,1.0,,13.0,10.0,,5.0,3.0,,,,11.0,1.0,144.0,57.0
tom-doi,Tom Doi,P,1.0,,,35.0,23.0,1.0,8.0,4.0,,,,27.0,3.0,484.0,41.0
tommy-lin,Tommy Lin,P,3.0,4.0,,70.0,75.0,1.0,3.0,5.0,,,1.0,81.0,7.0,132.0,353.0
tony-goss,Tony Goss,P,11.0,6.0,,319.0,387.0,1.0,9.0,30.0,4.0,,,409.0,18.0,808.0,2444.0
tony-mounga,Tony Mounga,P,7.0,7.0,,41.0,36.0,,5.0,3.0,3.0,1.0,,40.0,4.0,354.0,531.0
tony-venneri,Tony Venneri,P,2.0,1.0,,5.0,12.0,,,2.0,3.0,11.0,,13.0,1.0,13.0,253.0
topher-davis,Topher Davis,P,6.0,4.0,,65.0,60.0,,11.0,5.0,3.0,2.0,,62.0,2.0,534.0,530.0
travis-carpenter,Travis Carpenter,P,29.0,2.0,,372.0,446.0,1.0,11.0,28.0,8.0,1.0,1.0,459.0,11.0,462.0,3260.0
travis-dunn,Travis Dunn,P,48.0,3.0,,323.0,289.0,5.0,17.0,18.0,16.0,3.0,,312.0,18.0,2845.0,2064.0
travis-puckrin,Travis Puckrin,P,2.0,1.0,,16.0,14.0,1.0,,1.0,,,,16.0,2.0,133.0,97.0
trenton-spinks,Trenton Spinks,P,,,,9.0,9.0,,,3.0,,6.0,,9.0,,2.0,115.0
trevor-lynch,Trevor Lynch,P,21.0,5.0,,172.0,159.0,3.0,7.0,14.0,10.0,,,172.0,12.0,904.0,1683.0
trevor-polisuk-balfour,Trevor Polisuk-Balfour,P,4.0,2.0,,20.0,17.0,,5.0,2.0,1.0,8.0,,19.0,1.0,233.0,135.0
trevor-purdy,Trevor Purdy,P,1.0,4.0,,24.0,15.0,,4.0,1.0,,17.0,,19.0,4.0,347.0,9.0
trip-crowley,Trip Crowley,P,3.0,2.0,,39.0,23.0,,12.0,2.0,,,,27.0,3.0,633.0,28.0
tristan-van-de-moortele,Tristan Van de Moortele,P,13.0,4.0,,259.0,295.0,,8.0,14.0,2.0,15.0,1.0,306.0,11.0,771.0,1100.0
troy-holland,Troy Holland,P,4.0,4.0,,59.0,64.0,1.0,2.0,5.0,1.0,,1.0,68.0,3.0,223.0,468.0
tucker-lemos,Tucker Lemos,P,,,,,,1.0,,,,,,,,,
turner-allen,Turner Allen,P,1.0,3.0,,9.0,9.0,1.0,,,,,,11.0,2.0,88.0,48.0
ty-barbieri,Ty Barbieri,P,18.0,2.0,,168.0,130.0,1.0,34.0,8.0,11.0,1.0,,147.0,12.0,2470.0,1025.0
ty-naquin,Ty Naquin,P,4.0,3.0,,23.0,17.0,,5.0,2.0,,1.0,,17.0,,277.0,81.0
tyler-chan,Tyler Chan,P,7.0,6.0,,105.0,101.0,3.0,7.0,11.0,6.0,,,111.0,8.0,790.0,962.0
tyler-gunasekera,Tyler Gunasekera,P,,,,,,,,,,2.0,,,,,
tyler-mitchuson,Tyler Mitchuson,P,,2.0,1.0,7.0,5.0,,2.0,,,27.0,,7.0,2.0,56.0,0.0
tyler-monroe,Tyler Monroe,P,23.0,,,268.0,243.0,,16.0,20.0,4.0,,,252.0,8.0,1735.0,1322.0
tyler-nguyen,Tyler Nguyen,P,3.0,4.0,,24.0,21.0,,4.0,4.0,,,,28.0,2.0,268.0,80.0
tyler-randall,Tyler Randall,P,2.0,3.0,,39.0,39.0,,5.0,6.0,1.0,,,40.0,1.0,194.0,166.0
tyler-reinhardt,Tyler Reinhardt,P,4.0,2.0,,31.0,36.0,,3.0,4.0,1.0,16.0,,39.0,3.0,177.0,249.0
tyler-thomegreene,Tyler Thomegreene,P,,1.0,,91.0,100.0,,1.0,4.0,,,,107.0,7.0,80.0,455.0
tynan-peterson,Tynan Peterson,P,1.0,1.0,,5.0,6.0,,,1.0,,,,6.0,,60.0,63.0
vedant-sachdeva,Vedant Sachdeva,P,1.0,,,9.0,8.0,,,,,,,9.0,1.0,28.0,24.0
victor-luo,Victor Luo,P,20.0,2.0,,353.0,391.0,,7.0,14.0,8.0,3.0,,412.0,19.0,900.0,2688.0
walker-frankenberg,Walker Frankenberg,P,21.0,2.0,,252.0,225.0,0.0,31.0,23.0,3.0,,,236.0,10.0,2205.0,1394.0
walker-matthews,Walker Matthews,P,,3.0,,17.0,15.0,,1.0,1.0,,22.0,,16.0,2.0,53.0,141.0
wilkie-lewis,Wilkie Lewis,P,12.0,1.0,,116.0,103.0,2.0,9.0,8.0,4.0,,,108.0,4.0,882.0,932.0
will-casperson,Will Casperson,P,,4.0,,19.0,25.0,,,,,,,28.0,3.0,18.0,138.0
will-mcdonald,Will McDonald,P,,1.0,,1.0,,,,,,,,,,6.0,
will-quigley,Will Quigley,P,1.0,2.0,,15.0,16.0,,2.0,2.0,,,,16.0,,124.0,45.0
will-selfridge,Will Selfridge,P,16.0,5.0,,202.0,178.0,2.0,16.0,16.0,2.0,,,187.0,9.0,1827.0,622.0
will-wettengel,Will Wettengel,P,3.0,20.0,,38.0,39.0,,7.0,5.0,1.0,2.0,,45.0,6.0,509.0,282.0
william-brandt,William Brandt,P,16.0,3.0,,143.0,186.0,1.0,4.0,8.0,5.0,,,194.0,8.0,469.0,1262.0
william-coffin,William Coffin,P,5.0,1.0,,26.0,22.0,1.0,4.0,1.0,2.0,73.0,,24.0,2.0,359.0,199.0
william-st-pierre,William St-Pierre,P,2.0,1.0,,64.0,44.0,1.0,16.0,3.0,,,,50.0,5.0,1325.0,100.0
willy-goal,Willy Goal,P,,,,5.0,6.0,,0.0,1.0,0.0,,,6.0,,-3.0,57.0
wyatt-berreman,Wyatt Berreman,P,7.0,10.0,,47.0,44.0,2.0,7.0,6.0,1.0,1.0,,44.0,,501.0,217.0
wyatt-brooks,Wyatt Brooks,P,,2.0,,20.0,13.0,,3.0,1.0,1.0,2.0,,17.0,4.0,283.0,157.0
wyatt-mekler,Wyatt Mekler,P,6.0,3.0,1.0,117.0,124.0,2.0,5.0,5.0,1.0,,,129.0,5.0,414.0,629.0
xavier-fuzat,Xavier Fuzat,P,3.0,1.0,,49.0,40.0,3.0,7.0,8.0,,,,41.0,1.0,538.0,239.0
xavier-payne,Xavier Payne,P,15.0,4.0,,328.0,375.0,,16.0,20.0,9.0,13.0,,394.0,14.0,1032.0,2292.0
yipeng-wang,Yipeng Wang,P,,1.0,,4.0,4.0,,1.0,,,,,5.0,1.0,28.0,8.0
zac-schakner,Zac Schakner,P,5.0,4.0,1.0,25.0,21.0,,5.0,3.0,1.0,,,24.0,3.0,235.0,96.0
zach-burnside,Zach Burnside,P,,1.0,,15.0,11.0,,3.0,1.0,,,,11.0,,244.0,32.0
zach-kieffer,Zach Kieffer,P,1.0,1.0,,9.0,10.0,1.0,,2.0,1.0,,,11.0,1.0,82.0,56.0
zach-slayton,Zach Slayton,P,2.0,,,30.0,34.0,,2.0,1.0,1.0,,,39.0,5.0,317.0,218.0
zachary-armstrong,Zachary Armstrong,P,1.0,1.0,,26.0,18.0,0.0,5.0,1.0,,31.0,,19.0,,438.0,5.0
zachary-burpee,Zachary Burpee,P,2.0,1.0,,17.0,15.0,,2.0,2.0,,1.0,,16.0,1.0,241.0,22.0
zachary-cotter,Zachary Cotter,P,5.0,5.0,,54.0,44.0,2.0,7.0,5.0,3.0,34.0,,49.0,5.0,615.0,324.0
zachary-wenner,Zachary Wenner,P,1.0,,,4.0,4.0,,,,,,,4.0,,62.0,16.0
zeppelin-raunig,Zeppelin Raunig,P,16.0,5.0,,187.0,158.0,3.0,25.0,16.0,7.0,,,163.0,4.0,2595.0,1298.0
